store_id,family,total_days,zero_sale_days,avg_sales,total_sales,max_consecutive_zeros,avg_rolling_mean,sales_volatility,stockout_rate,revenue_impact,risk_score,risk_category,city,store_type,tajir_category,is_fmcg
33,BOOKS,255,255,0.0,0.0,255,0.0,0.0,100.0,0.0,50.0,Medium,Quevedo,C,Non-Food,False
52,BOOKS,255,255,0.0,0.0,255,0.0,0.0,100.0,0.0,50.0,Medium,Manta,A,Non-Food,False
52,BABY CARE,255,255,0.0,0.0,255,0.0,0.0,100.0,0.0,50.0,Medium,Manta,A,FMCG,True
46,BABY CARE,255,255,0.0,0.0,255,0.0,0.0,100.0,0.0,50.0,Medium,Quito,A,FMCG,True
36,BOOKS,255,255,0.0,0.0,255,0.0,0.0,100.0,0.0,50.0,Medium,Libertad,E,Non-Food,False
12,BOOKS,255,255,0.0,0.0,255,0.0,0.0,100.0,0.0,50.0,Medium,Latacunga,C,Non-Food,False
10,BOOKS,255,255,0.0,0.0,255,0.0,0.0,100.0,0.0,50.0,Medium,Quito,C,Non-Food,False
9,BOOKS,255,255,0.0,0.0,255,0.0,0.0,100.0,0.0,50.0,Medium,Quito,B,Non-Food,False
14,LAWN AND GARDEN,255,255,0.0,0.0,255,0.0,0.0,100.0,0.0,50.0,Medium,Riobamba,C,Non-Food,False
32,BOOKS,255,255,0.0,0.0,255,0.0,0.0,100.0,0.0,50.0,Medium,Guayaquil,C,Non-Food,False
32,LADIESWEAR,255,255,0.0,0.0,255,0.0,0.0,100.0,0.0,50.0,Medium,Guayaquil,C,Non-Food,False
14,BOOKS,255,255,0.0,0.0,255,0.0,0.0,100.0,0.0,50.0,Medium,Riobamba,C,Non-Food,False
31,BOOKS,255,255,0.0,0.0,255,0.0,0.0,100.0,0.0,50.0,Medium,Babahoyo,B,Non-Food,False
47,BABY CARE,255,255,0.0,0.0,255,0.0,0.0,100.0,0.0,50.0,Medium,Quito,A,FMCG,True
15,BOOKS,255,255,0.0,0.0,255,0.0,0.0,100.0,0.0,50.0,Medium,Ibarra,C,Non-Food,False
30,LAWN AND GARDEN,255,255,0.0,0.0,255,0.0,0.0,100.0,0.0,50.0,Medium,Guayaquil,C,Non-Food,False
23,BABY CARE,255,255,0.0,0.0,255,0.0,0.0,100.0,0.0,50.0,Medium,Ambato,D,FMCG,True
19,BOOKS,255,255,0.0,0.0,255,0.0,0.0,100.0,0.0,50.0,Medium,Guaranda,C,Non-Food,False
22,BOOKS,255,255,0.0,0.0,255,0.0,0.0,100.0,0.0,50.0,Medium,Puyo,C,Non-Food,False
28,LADIESWEAR,255,255,0.0,0.0,255,0.0,0.0,100.0,0.0,50.0,Medium,Guayaquil,E,Non-Food,False
30,BOOKS,255,255,0.0,0.0,255,0.0,0.0,100.0,0.0,50.0,Medium,Guayaquil,C,Non-Food,False
29,LADIESWEAR,255,255,0.0,0.0,255,0.0,0.0,100.0,0.0,50.0,Medium,Guayaquil,E,Non-Food,False
48,BABY CARE,255,255,0.0,0.0,255,0.0,0.0,100.0,0.0,50.0,Medium,Quito,A,FMCG,True
29,BOOKS,255,255,0.0,0.0,255,0.0,0.0,100.0,0.0,50.0,Medium,Guayaquil,E,Non-Food,False
49,BABY CARE,255,255,0.0,0.0,255,0.0,0.0,100.0,0.0,50.0,Medium,Quito,A,FMCG,True
28,BOOKS,255,255,0.0,0.0,255,0.0,0.0,100.0,0.0,50.0,Medium,Guayaquil,E,Non-Food,False
16,BOOKS,255,255,0.0,0.0,255,0.0,0.0,100.0,0.0,50.0,Medium,Santo Domingo,C,Non-Food,False
16,LADIESWEAR,255,255,0.0,0.0,255,0.0,0.0,100.0,0.0,50.0,Medium,Santo Domingo,C,Non-Food,False
50,BABY CARE,255,255,0.0,0.0,255,0.0,0.0,100.0,0.0,50.0,Medium,Ambato,A,FMCG,True
17,BOOKS,255,255,0.0,0.0,255,0.0,0.0,100.0,0.0,50.0,Medium,Quito,C,Non-Food,False
25,LADIESWEAR,255,255,0.0,0.0,255,0.0,0.0,100.0,0.0,50.0,Medium,Salinas,D,Non-Food,False
51,BABY CARE,255,255,0.0,0.0,255,0.0,0.0,100.0,0.0,50.0,Medium,Guayaquil,A,FMCG,True
54,LADIESWEAR,255,255,0.0,0.0,255,0.0,0.0,100.0,0.0,50.0,Medium,El Carmen,C,Non-Food,False
54,LAWN AND GARDEN,255,255,0.0,0.0,255,0.0,0.0,100.0,0.0,50.0,Medium,El Carmen,C,Non-Food,False
21,BOOKS,255,255,0.0,0.0,255,0.0,0.0,100.0,0.0,50.0,Medium,Santo Domingo,B,Non-Food,False
18,BOOKS,255,255,0.0,0.0,255,0.0,0.0,100.0,0.0,50.0,Medium,Quito,B,Non-Food,False
40,BOOKS,255,255,0.0,0.0,255,0.0,0.0,100.0,0.0,50.0,Medium,Machala,C,Non-Food,False
40,LADIESWEAR,255,255,0.0,0.0,255,0.0,0.0,100.0,0.0,50.0,Medium,Machala,C,Non-Food,False
1,BABY CARE,255,255,0.0,0.0,255,0.0,0.0,100.0,0.0,50.0,Medium,Quito,D,FMCG,True
20,BOOKS,255,255,0.0,0.0,255,0.0,0.0,100.0,0.0,50.0,Medium,Quito,B,Non-Food,False
15,LAWN AND GARDEN,768,765,0.01953125,15.0,255,0.0195963541666666,0.0456770833333333,99.61,15.0,49.9,Medium,Ibarra,C,Non-Food,False
35,LAWN AND GARDEN,1052,1044,0.0836501901140684,88.0,255,0.0837072243346007,0.183574144486692,99.24,87.0,49.8,Medium,Playas,C,Non-Food,False
12,LAWN AND GARDEN,686,681,0.0233236151603498,16.0,255,0.0233673469387755,0.0418513119533527,99.27,16.0,49.8,Medium,Latacunga,C,Non-Food,False
19,LAWN AND GARDEN,769,765,0.0351105331599479,27.0,255,0.0351365409622886,0.0841482444733419,99.48,27.0,49.8,Medium,Guaranda,C,Non-Food,False
13,LAWN AND GARDEN,854,845,0.0245901639344262,21.0,255,0.0246370023419203,0.0486416861826697,98.95,21.0,49.7,Medium,Latacunga,C,Non-Food,False
32,LAWN AND GARDEN,515,510,0.0174757281553398,9.0,255,0.0174951456310679,0.0214174757281553,99.03,9.0,49.7,Medium,Guayaquil,C,Non-Food,False
22,LAWN AND GARDEN,570,564,0.0210526315789473,12.0,255,0.0211052631578947,0.0413157894736842,98.95,12.0,49.7,Medium,Puyo,C,Non-Food,False
16,LAWN AND GARDEN,881,870,0.0306469920544835,27.0,255,0.0306810442678774,0.0482973893303064,98.75,27.0,49.6,Medium,Santo Domingo,C,Non-Food,False
14,BABY CARE,589,581,0.0186757215619694,11.0,255,0.0186078098471986,0.0380305602716468,98.64,11.0,49.6,Medium,Riobamba,C,FMCG,True
33,LAWN AND GARDEN,622,612,0.0836012861736334,52.0,255,0.0835852090032154,0.1658520900321543,98.39,51.0,49.5,Medium,Quevedo,C,Non-Food,False
38,BABY CARE,651,640,0.0337941628264208,22.0,255,0.033763440860215,0.0723655913978494,98.31,22.0,49.5,Medium,Loja,D,FMCG,True
10,LAWN AND GARDEN,884,870,0.0294117647058823,26.0,255,0.0294117647058823,0.0440837104072398,98.42,26.0,49.5,Medium,Quito,C,Non-Food,False
53,BABY CARE,559,545,0.0393559928443649,22.0,255,0.0393559928443649,0.0512343470483005,97.5,21.0,49.3,Medium,Manta,D,FMCG,True
6,BABY CARE,292,285,0.0410958904109589,12.0,255,0.0410616438356164,0.0609931506849315,97.6,12.0,49.3,Medium,Quito,D,FMCG,True
42,BABY CARE,621,604,0.038647342995169,24.0,255,0.038743961352657,0.0623832528180354,97.26,23.0,49.2,Medium,Cuenca,D,FMCG,True
26,BOOKS,544,530,0.025735294117647,14.0,255,0.0256985294117647,0.0518014705882352,97.43,14.0,49.2,Medium,Guayaquil,D,Non-Food,False
4,BABY CARE,508,492,0.0472440944881889,24.0,255,0.0471456692913385,0.0670669291338582,96.85,23.0,49.1,Medium,Quito,D,FMCG,True
17,LAWN AND GARDEN,1054,1014,0.1963946869070208,207.0,255,0.1963946869070208,0.2362998102466793,96.2,199.0,48.9,Medium,Quito,C,Non-Food,False
32,BABY CARE,1474,1420,0.0495251017639077,73.0,255,0.0494843962008141,0.0903527815468114,96.34,70.0,48.9,Medium,Guayaquil,C,FMCG,True
36,LADIESWEAR,1315,1264,0.070722433460076,93.0,255,0.0706692015209125,0.0986615969581749,96.12,89.0,48.8,Medium,Libertad,E,Non-Food,False
43,BABY CARE,1277,1225,0.0595144870790916,76.0,255,0.0594909945184025,0.1010571652310101,95.93,73.0,48.8,Medium,Esmeraldas,E,FMCG,True
41,BABY CARE,604,577,0.0794701986754966,48.0,255,0.0794039735099337,0.1148013245033112,95.53,46.0,48.7,Medium,Machala,D,FMCG,True
35,BABY CARE,1094,1041,0.0822669104204753,90.0,255,0.0822851919561243,0.1569744058500914,95.16,86.0,48.6,Medium,Playas,C,FMCG,True
6,BOOKS,563,536,0.1349911190053286,76.0,255,0.1349733570159857,0.1025399644760213,95.2,72.0,48.6,Medium,Quito,D,Non-Food,False
37,BABY CARE,503,480,0.0715705765407554,36.0,255,0.0714711729622266,0.0995427435387674,95.43,34.0,48.6,Medium,Cuenca,D,FMCG,True
25,BABY CARE,547,522,0.056672760511883,31.0,255,0.056380255941499,0.1278244972577696,95.43,30.0,48.6,Medium,Salinas,D,FMCG,True
29,GROCERY I,1133,257,2716.3373168579,3077610.18,255,2705.010741394528,745.2697705207414,22.68,698099.0,48.4,Medium,Guayaquil,E,FMCG,True
28,BABY CARE,536,505,0.0802238805970149,43.0,255,0.0801679104477612,0.1493470149253731,94.22,41.0,48.3,Medium,Guayaquil,E,FMCG,True
36,BABY CARE,856,808,0.0759345794392523,65.0,255,0.0757126168224299,0.1416822429906542,94.39,61.0,48.3,Medium,Libertad,E,FMCG,True
48,BOOKS,562,529,0.1014234875444839,57.0,255,0.1013701067615658,0.1102313167259786,94.13,54.0,48.2,Medium,Quito,A,Non-Food,False
30,BABY CARE,1335,1253,0.0838951310861423,112.0,255,0.0827116104868914,0.1478951310861423,93.86,105.0,48.2,Medium,Guayaquil,C,FMCG,True
26,BABY CARE,579,541,0.1658031088082901,96.0,255,0.1657685664939551,0.1986701208981001,93.44,90.0,48.0,Medium,Guayaquil,D,FMCG,True
18,BABY CARE,1516,1405,0.1101583113456464,167.0,255,0.1078891820580475,0.191141160949868,92.68,155.0,47.8,Medium,Quito,B,FMCG,True
41,BOOKS,554,514,0.0920577617328519,51.0,255,0.0919494584837545,0.136841155234657,92.78,47.0,47.8,Medium,Machala,D,Non-Food,False
15,SCHOOL AND OFFICE SUPPLIES,1244,1147,0.5836012861736335,726.0,255,0.5567765273311897,0.4877170418006431,92.2,669.0,47.7,Medium,Ibarra,C,Non-Food,False
10,SCHOOL AND OFFICE SUPPLIES,1176,1084,0.7295918367346939,858.0,255,0.7087159863945579,0.5545918367346939,92.18,791.0,47.7,Medium,Quito,C,Non-Food,False
7,BABY CARE,549,507,0.087431693989071,48.0,255,0.0873588342440801,0.1769398907103825,92.35,44.0,47.7,Medium,Quito,D,FMCG,True
16,BABY CARE,1294,1189,0.1221020092735703,158.0,255,0.1215378670788253,0.1897063369397217,91.89,145.0,47.6,Medium,Santo Domingo,C,FMCG,True
54,PET SUPPLIES,1570,1437,0.1095541401273885,172.0,255,0.1095159235668789,0.2048471337579618,91.53,157.0,47.5,Medium,El Carmen,C,Non-Food,False
40,LAWN AND GARDEN,1532,1400,0.1514360313315927,232.0,255,0.1509399477806788,0.3022389033942558,91.38,212.0,47.4,Medium,Machala,C,Non-Food,False
24,BABY CARE,646,590,0.109907120743034,71.0,255,0.1097213622291021,0.1997987616099071,91.33,65.0,47.4,Medium,Guayaquil,D,FMCG,True
2,BABY CARE,650,593,0.1292307692307692,84.0,255,0.1291692307692307,0.2365692307692307,91.23,77.0,47.4,Medium,Quito,D,FMCG,True
53,HOME APPLIANCES,1419,1289,0.1064129668780831,151.0,255,0.1065186751233262,0.1930866807610993,90.84,137.0,47.3,Medium,Manta,D,Non-Food,False
32,MAGAZINES,1551,1408,0.107672469374597,167.0,255,0.1066666666666666,0.1980077369439071,90.78,152.0,47.2,Medium,Guayaquil,C,Non-Food,False
53,BOOKS,562,507,0.1370106761565836,77.0,255,0.1371174377224199,0.217170818505338,90.21,69.0,47.1,Medium,Manta,D,Non-Food,False
23,BOOKS,562,506,0.1565836298932384,88.0,255,0.1568861209964412,0.2224555160142348,90.04,79.0,47.0,Medium,Ambato,D,Non-Food,False
20,HOME APPLIANCES,1168,1047,0.1421232876712329,166.0,255,0.1421147260273972,0.2220462328767123,89.64,149.0,46.9,Medium,Quito,B,Non-Food,False
30,SCHOOL AND OFFICE SUPPLIES,973,869,1.3915724563206575,1354.0,255,1.3915827338129496,0.8723843782117164,89.31,1209.0,46.8,Medium,Guayaquil,C,Non-Food,False
27,BABY CARE,623,556,0.1428571428571428,89.0,255,0.1414125200642054,0.2786837881219903,89.25,79.0,46.8,Medium,Daule,D,FMCG,True
32,PET SUPPLIES,1555,1387,0.1382636655948553,215.0,255,0.1367588424437299,0.2216012861736334,89.2,192.0,46.8,Medium,Guayaquil,C,Non-Food,False
54,BABY CARE,1451,1294,0.2088215024121295,303.0,255,0.2087939352170916,0.2541212956581667,89.18,270.0,46.8,Medium,El Carmen,C,FMCG,True
40,SCHOOL AND OFFICE SUPPLIES,1146,1017,2.947643979057592,3378.0,255,2.9476527050610817,1.4965532286212917,88.74,2998.0,46.7,Medium,Machala,C,Non-Food,False
13,SCHOOL AND OFFICE SUPPLIES,1330,1175,0.5330827067669173,709.0,255,0.5031127819548872,0.5047744360902255,88.35,626.0,46.5,Medium,Latacunga,C,Non-Food,False
16,SCHOOL AND OFFICE SUPPLIES,1002,882,2.342315369261477,2347.0,255,2.3422654690618763,1.355878243512974,88.02,2066.0,46.4,Medium,Santo Domingo,C,Non-Food,False
25,HOME APPLIANCES,1444,1271,0.1551246537396121,224.0,255,0.1550554016620498,0.246606648199446,88.02,197.0,46.4,Medium,Salinas,D,Non-Food,False
10,BABY CARE,1391,1226,0.3314162473040977,461.0,255,0.3314162473040977,0.3319338605319914,88.14,406.0,46.4,Medium,Quito,C,FMCG,True
14,SCHOOL AND OFFICE SUPPLIES,1261,1104,0.4432989690721649,559.0,255,0.427137192704203,0.4144012688342585,87.55,489.0,46.3,Medium,Riobamba,C,Non-Food,False
38,HOME APPLIANCES,1551,1360,0.1482914248871695,230.0,255,0.1483494519664732,0.2551966473243069,87.69,202.0,46.3,Medium,Loja,D,Non-Food,False
19,SCHOOL AND OFFICE SUPPLIES,1259,1097,0.7053216838760922,888.0,255,0.6794757744241462,0.645559968228753,87.13,774.0,46.2,Medium,Guaranda,C,Non-Food,False
7,BOOKS,563,492,0.3747779751332149,211.0,255,0.3745648312611012,0.3000355239786856,87.39,184.0,46.2,Medium,Quito,D,Non-Food,False
19,BABY CARE,1008,876,0.1984126984126984,200.0,255,0.197390873015873,0.3154166666666667,86.9,174.0,46.1,Medium,Guaranda,C,FMCG,True
43,HOME APPLIANCES,1684,1480,0.1371733966745843,231.0,252,0.1366745843230404,0.2704275534441805,87.89,203.0,46.1,Medium,Esmeraldas,E,Non-Food,False
42,GROCERY I,979,257,2381.266159346272,2331259.57,255,2373.400960163432,598.4673135852911,26.25,611985.0,46.1,Medium,Cuenca,D,FMCG,True
33,SCHOOL AND OFFICE SUPPLIES,821,712,2.192448233861145,1800.0,255,2.1924238733252133,1.3813885505481118,86.72,1561.0,46.0,Medium,Quevedo,C,Non-Food,False
23,SCHOOL AND OFFICE SUPPLIES,1387,1202,0.2105263157894736,292.0,255,0.2105695746214852,0.3403316510454218,86.66,253.0,46.0,Medium,Ambato,D,Non-Food,False
25,BOOKS,547,473,0.2285191956124314,125.0,255,0.2286106032906764,0.2791042047531992,86.47,108.0,45.9,Medium,Salinas,D,Non-Food,False
17,HOME APPLIANCES,1616,1393,0.1813118811881188,293.0,255,0.1813799504950495,0.2722091584158416,86.2,253.0,45.9,Medium,Quito,C,Non-Food,False
18,HOME APPLIANCES,1682,1453,0.1724137931034483,290.0,255,0.1726218787158145,0.281141498216409,86.39,251.0,45.9,Medium,Quito,B,Non-Food,False
34,BABY CARE,1516,1305,0.2064643799472295,313.0,255,0.2060686015831134,0.3323944591029024,86.08,269.0,45.8,Medium,Guayaquil,B,FMCG,True
54,SCHOOL AND OFFICE SUPPLIES,1162,1000,0.8803786574870912,1023.0,255,0.8803614457831326,0.6662478485370051,86.06,880.0,45.8,Medium,El Carmen,C,Non-Food,False
27,BOOKS,560,477,0.1785714285714285,100.0,255,0.1776428571428571,0.2629107142857143,85.18,85.0,45.6,Medium,Daule,D,Non-Food,False
9,BABY CARE,1515,1293,0.2217821782178217,336.0,255,0.2217359735973597,0.3522244224422442,85.35,287.0,45.6,Medium,Quito,B,FMCG,True
12,SCHOOL AND OFFICE SUPPLIES,1389,1184,0.6609071274298056,918.0,255,0.6418430525557955,0.6949604031677465,85.24,783.0,45.6,Medium,Latacunga,C,Non-Food,False
11,BABY CARE,1498,1279,0.2122830440587449,318.0,255,0.2119025367156208,0.3307076101468624,85.38,272.0,45.6,Medium,Cayambe,B,FMCG,True
35,SCHOOL AND OFFICE SUPPLIES,841,714,1.5017835909631392,1263.0,255,1.501831153388823,1.0019500594530322,84.9,1072.0,45.5,Medium,Playas,C,Non-Food,False
1,SCHOOL AND OFFICE SUPPLIES,1392,1183,0.2076149425287356,289.0,255,0.2076149425287356,0.3223132183908046,84.99,246.0,45.5,Medium,Quito,D,Non-Food,False
42,HOME APPLIANCES,977,831,0.1914022517911975,187.0,255,0.1914227226202661,0.2895291709314227,85.06,159.0,45.5,Medium,Cuenca,D,Non-Food,False
22,SCHOOL AND OFFICE SUPPLIES,886,752,0.4717832957110609,418.0,255,0.4427426636568848,0.4903950338600452,84.88,355.0,45.5,Medium,Puyo,C,Non-Food,False
17,SCHOOL AND OFFICE SUPPLIES,1365,1160,0.717948717948718,980.0,255,0.6364908424908424,0.6098388278388278,84.98,833.0,45.5,Medium,Quito,C,Non-Food,False
38,BOOKS,562,474,0.2900355871886121,163.0,255,0.2898932384341637,0.3002491103202847,84.34,137.0,45.3,Medium,Loja,D,Non-Food,False
29,HOME APPLIANCES,1133,957,0.2144748455428067,243.0,255,0.2144130626654898,0.3024360105913504,84.47,205.0,45.3,Medium,Guayaquil,E,Non-Food,False
32,HOME APPLIANCES,1623,1371,0.1799137399876771,292.0,255,0.1803943314849044,0.2924892174984596,84.47,247.0,45.3,Medium,Guayaquil,C,Non-Food,False
6,SCHOOL AND OFFICE SUPPLIES,1221,1024,0.3652743652743653,446.0,255,0.3653480753480753,0.4344553644553645,83.87,374.0,45.2,Medium,Quito,D,Non-Food,False
32,SCHOOL AND OFFICE SUPPLIES,705,591,1.9801418439716312,1396.0,255,1.9800992907801416,1.2521843971631206,83.83,1170.0,45.2,Medium,Guayaquil,C,Non-Food,False
40,BABY CARE,1514,1265,0.3269484808454425,495.0,255,0.3269088507265522,0.4439101717305152,83.55,414.0,45.1,Medium,Machala,C,FMCG,True
22,BABY CARE,828,693,0.2367149758454106,196.0,255,0.2366304347826087,0.3433333333333333,83.7,164.0,45.1,Medium,Puyo,C,FMCG,True
25,SCHOOL AND OFFICE SUPPLIES,1394,1165,0.406025824964132,566.0,255,0.402948350071736,0.4797704447632711,83.57,473.0,45.1,Medium,Salinas,D,Non-Food,False
21,BEVERAGES,1007,257,1948.695134061569,1962336.0,255,1938.2965441906651,677.8389374379345,25.52,500815.0,45.1,Medium,Santo Domingo,B,FMCG,True
12,BABY CARE,807,675,0.2218091697645601,179.0,255,0.2218711276332094,0.365811648079306,83.64,150.0,45.1,Medium,Latacunga,C,FMCG,True
8,BABY CARE,654,545,0.2171253822629969,142.0,255,0.2111162079510703,0.3332874617737003,83.33,118.0,45.0,Medium,Quito,D,FMCG,True
17,BABY CARE,961,793,0.2674297606659729,257.0,255,0.2658480749219563,0.3795629552549427,82.52,212.0,44.8,Medium,Quito,C,FMCG,True
37,BOOKS,562,465,0.4483985765124555,252.0,255,0.4483985765124555,0.3440035587188612,82.74,209.0,44.8,Medium,Cuenca,D,Non-Food,False
4,SCHOOL AND OFFICE SUPPLIES,1394,1154,0.2510760401721664,350.0,255,0.250703012912482,0.3678479196556671,82.78,290.0,44.8,Medium,Quito,D,Non-Food,False
16,PET SUPPLIES,1517,1247,0.2953197099538563,448.0,255,0.2931179960448253,0.3762821357943309,82.2,368.0,44.7,Medium,Santo Domingo,C,Non-Food,False
26,MAGAZINES,1573,1290,0.2409408773045136,379.0,255,0.2405340114431023,0.3537062937062937,82.01,311.0,44.6,Medium,Guayaquil,D,Non-Food,False
52,CLEANING,373,255,539.9758713136729,201411.0,255,528.3151474530831,130.51343163538874,68.36,137694.0,44.6,Medium,Manta,A,FMCG,True
22,HOME APPLIANCES,930,759,0.2451612903225806,228.0,255,0.2452365591397849,0.3183225806451613,81.61,186.0,44.5,Medium,Puyo,C,Non-Food,False
35,PET SUPPLIES,1550,1265,0.2941935483870967,456.0,255,0.292316129032258,0.3620903225806451,81.61,372.0,44.5,Medium,Playas,C,Non-Food,False
33,BABY CARE,862,705,0.2888631090487239,249.0,255,0.2888631090487239,0.420661252900232,81.79,204.0,44.5,Medium,Quevedo,C,FMCG,True
52,HOME APPLIANCES,373,305,0.3136729222520107,117.0,255,0.3137533512064343,0.2986595174262734,81.77,96.0,44.5,Medium,Manta,A,Non-Food,False
39,BABY CARE,1516,1239,0.2895778364116095,439.0,255,0.2894195250659631,0.4442810026385224,81.73,359.0,44.5,Medium,Cuenca,B,FMCG,True
10,MAGAZINES,1550,1254,0.2690322580645161,417.0,255,0.2679354838709677,0.3637806451612903,80.9,337.0,44.3,Medium,Quito,C,Non-Food,False
13,PET SUPPLIES,1569,1268,0.2587635436583811,406.0,255,0.2576609305289993,0.3693435309114085,80.82,328.0,44.3,Medium,Latacunga,C,Non-Food,False
5,SCHOOL AND OFFICE SUPPLIES,1394,1124,0.5832137733142038,813.0,255,0.5815781922525107,0.733206599713056,80.63,656.0,44.2,Medium,Santo Domingo,D,Non-Food,False
14,LADIESWEAR,825,664,1.9624242424242424,1619.0,255,1.958278787878788,1.2703636363636364,80.48,1303.0,44.2,Medium,Riobamba,C,Non-Food,False
46,BOOKS,561,453,0.3547237076648841,199.0,255,0.3547593582887701,0.3992869875222816,80.75,161.0,44.2,Medium,Quito,A,Non-Food,False
43,LAWN AND GARDEN,1222,984,1.3903436988543372,1699.0,255,1.367888707037643,1.09328968903437,80.52,1368.0,44.2,Medium,Esmeraldas,E,Non-Food,False
2,BOOKS,561,450,0.4260249554367201,239.0,255,0.4260427807486631,0.3574509803921569,80.21,192.0,44.1,Medium,Quito,D,Non-Food,False
21,HOME APPLIANCES,964,772,0.2468879668049792,238.0,255,0.2470228215767634,0.3840560165975104,80.08,191.0,44.0,Medium,Santo Domingo,B,Non-Food,False
5,BABY CARE,601,479,0.3577371048252912,215.0,255,0.3573377703826955,0.4066888519134775,79.7,171.0,43.9,Medium,Santo Domingo,D,FMCG,True
16,HOME APPLIANCES,1684,1497,0.1247030878859857,210.0,218,0.1247209026128266,0.2540023752969121,88.9,187.0,43.8,Medium,Santo Domingo,C,Non-Food,False
29,BABY CARE,1058,840,0.3553875236294896,376.0,255,0.3543100189035917,0.4729773156899811,79.4,299.0,43.8,Medium,Guayaquil,E,FMCG,True
42,BOOKS,562,442,0.5391459074733096,303.0,255,0.5390213523131673,0.4338078291814947,78.65,238.0,43.6,Medium,Cuenca,D,Non-Food,False
42,BEVERAGES,979,257,1909.3258426966293,1869230.0,255,1903.340909090909,552.0792339121552,26.25,490697.0,43.5,Medium,Cuenca,D,FMCG,True
29,BEVERAGES,1133,257,1938.368932038835,2196172.0,255,1929.1538834951457,621.0065842894969,22.68,498161.0,43.5,Medium,Guayaquil,E,FMCG,True
53,GROCERY I,1427,258,2248.9025928521373,3209184.0,255,2242.7535388927818,621.4528311142257,18.08,580217.0,43.4,Medium,Manta,D,FMCG,True
35,MAGAZINES,1545,1203,0.3042071197411003,470.0,255,0.301411003236246,0.3947702265372168,77.86,366.0,43.4,Medium,Playas,C,Non-Food,False
22,LADIESWEAR,373,289,0.938337801608579,350.0,255,0.9330563002680964,0.8689812332439678,77.48,271.0,43.3,Medium,Puyo,C,Non-Food,False
52,DAIRY,373,255,376.9008042895442,140584.0,255,367.42174262734585,91.31493297587132,68.36,96110.0,43.3,Medium,Manta,A,Fresh,True
30,LADIESWEAR,1569,1214,0.4238368387507967,665.0,255,0.421440407903123,0.5616124920331421,77.37,515.0,43.2,Medium,Guayaquil,C,Non-Food,False
1,BOOKS,561,434,0.3761140819964349,211.0,255,0.3761319073083778,0.4491800356506239,77.36,163.0,43.2,Medium,Quito,D,Non-Food,False
5,BOOKS,562,434,0.4092526690391459,230.0,255,0.4091281138790035,0.3790569395017794,77.22,178.0,43.2,Medium,Santo Domingo,D,Non-Food,False
24,SCHOOL AND OFFICE SUPPLIES,1371,1055,0.6929248723559446,950.0,255,0.692910284463895,0.7989788475565281,76.95,731.0,43.1,Medium,Guayaquil,D,Non-Food,False
