store_id,family,avg_daily_demand,std_daily_demand,max_daily_demand,median_demand,total_days,safety_stock_95,safety_stock_99,reorder_point_95,reorder_point_99,suggested_order_qty,max_stock_level,stockout_rate,risk_score,risk_category,city,tajir_category,is_fmcg
10,BOOKS,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,Medium,Quito,Non-Food,False
9,BOOKS,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,Medium,Quito,Non-Food,False
14,LAWN AND GARDEN,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,Medium,Riobamba,Non-Food,False
32,BOOKS,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,Medium,Guayaquil,Non-Food,False
32,LADIESWEAR,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,Medium,Guayaquil,Non-Food,False
14,BOOKS,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,Medium,Riobamba,Non-Food,False
31,BOOKS,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,Medium,Babahoyo,Non-Food,False
47,BABY CARE,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,Medium,Quito,FMCG,True
15,BOOKS,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,Medium,Ibarra,Non-Food,False
30,LAWN AND GARDEN,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,Medium,Guayaquil,Non-Food,False
23,BABY CARE,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,Medium,Ambato,FMCG,True
19,BOOKS,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,Medium,Guaranda,Non-Food,False
22,BOOKS,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,Medium,Puyo,Non-Food,False
28,LADIESWEAR,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,Medium,Guayaquil,Non-Food,False
30,BOOKS,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,Medium,Guayaquil,Non-Food,False
29,LADIESWEAR,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,Medium,Guayaquil,Non-Food,False
48,BABY CARE,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,Medium,Quito,FMCG,True
29,BOOKS,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,Medium,Guayaquil,Non-Food,False
49,BABY CARE,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,Medium,Quito,FMCG,True
28,BOOKS,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,Medium,Guayaquil,Non-Food,False
16,BOOKS,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,Medium,Santo Domingo,Non-Food,False
16,LADIESWEAR,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,Medium,Santo Domingo,Non-Food,False
50,BABY CARE,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,Medium,Ambato,FMCG,True
17,BOOKS,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,Medium,Quito,Non-Food,False
25,LADIESWEAR,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,Medium,Salinas,Non-Food,False
51,BABY CARE,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,Medium,Guayaquil,FMCG,True
54,LADIESWEAR,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,Medium,El Carmen,Non-Food,False
54,LAWN AND GARDEN,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,Medium,El Carmen,Non-Food,False
21,BOOKS,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,Medium,Santo Domingo,Non-Food,False
18,BOOKS,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,Medium,Quito,Non-Food,False
40,BOOKS,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,Medium,Machala,Non-Food,False
40,LADIESWEAR,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,Medium,Machala,Non-Food,False
1,BABY CARE,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,Medium,Quito,FMCG,True
20,BOOKS,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,Medium,Quito,Non-Food,False
15,LAWN AND GARDEN,0.01953125,0.3400801946416222,7.0,0.0,768,1.0,1.0,1.0,1.0,0.0,1.0,99.61,49.9,Medium,Ibarra,Non-Food,False
35,LAWN AND GARDEN,0.0836501901140684,1.1804943340648617,27.0,0.0,1052,3.0,4.0,3.0,4.0,1.0,4.0,99.24,49.8,Medium,Playas,Non-Food,False
12,LAWN AND GARDEN,0.0233236151603498,0.3047718355797955,6.0,0.0,686,1.0,1.0,1.0,1.0,0.0,1.0,99.27,49.8,Medium,Latacunga,Non-Food,False
19,LAWN AND GARDEN,0.0351105331599479,0.6884955061474712,18.0,0.0,769,2.0,2.0,2.0,2.0,0.0,2.0,99.48,49.8,Medium,Guaranda,Non-Food,False
13,LAWN AND GARDEN,0.0245901639344262,0.3220749087453867,8.0,0.0,854,1.0,1.0,1.0,1.0,0.0,1.0,98.95,49.7,Medium,Latacunga,Non-Food,False
32,LAWN AND GARDEN,0.0174757281553398,0.191465363198342,3.0,0.0,515,0.0,1.0,0.0,1.0,0.0,0.0,99.03,49.7,Medium,Guayaquil,Non-Food,False
22,LAWN AND GARDEN,0.0210526315789473,0.27728082248606,6.0,0.0,570,1.0,1.0,1.0,1.0,0.0,1.0,98.95,49.7,Medium,Puyo,Non-Food,False
16,LAWN AND GARDEN,0.0306469920544835,0.3092743178035865,5.0,0.0,881,1.0,1.0,1.0,1.0,0.0,1.0,98.75,49.6,Medium,Santo Domingo,Non-Food,False
14,BABY CARE,0.0186757215619694,0.1968915196624708,4.0,0.0,589,0.0,1.0,0.0,1.0,0.0,0.0,98.64,49.6,Medium,Riobamba,FMCG,True
33,LAWN AND GARDEN,0.0836012861736334,0.8770216884772778,13.0,0.0,622,2.0,3.0,2.0,3.0,1.0,3.0,98.39,49.5,Medium,Quevedo,Non-Food,False
38,BABY CARE,0.0337941628264208,0.4527803482039843,11.0,0.0,651,1.0,1.0,1.0,1.0,0.0,1.0,98.31,49.5,Medium,Loja,FMCG,True
10,LAWN AND GARDEN,0.0294117647058823,0.2995566639614657,7.0,0.0,884,1.0,1.0,1.0,1.0,0.0,1.0,98.42,49.5,Medium,Quito,Non-Food,False
53,BABY CARE,0.0393559928443649,0.2844039486661337,4.0,0.0,559,1.0,1.0,1.0,1.0,0.0,1.0,97.5,49.3,Medium,Manta,FMCG,True
6,BABY CARE,0.0410958904109589,0.3074495981103932,4.0,0.0,292,1.0,1.0,1.0,1.0,0.0,1.0,97.6,49.3,Medium,Quito,FMCG,True
42,BABY CARE,0.038647342995169,0.2573828069304802,3.0,0.0,621,1.0,1.0,1.0,1.0,0.0,1.0,97.26,49.2,Medium,Cuenca,FMCG,True
26,BOOKS,0.025735294117647,0.158490263699618,1.0,0.0,544,0.0,1.0,0.0,1.0,0.0,0.0,97.43,49.2,Medium,Guayaquil,Non-Food,False
4,BABY CARE,0.0472440944881889,0.2907724247968768,3.0,0.0,508,1.0,1.0,1.0,1.0,0.0,1.0,96.85,49.1,Medium,Quito,FMCG,True
17,LAWN AND GARDEN,0.1963946869070208,1.1540203065007133,15.0,0.0,1054,3.0,4.0,3.0,4.0,1.0,4.0,96.2,48.9,Medium,Quito,Non-Food,False
32,BABY CARE,0.0495251017639077,0.3119966877677192,7.0,0.0,1474,1.0,1.0,1.0,1.0,0.0,1.0,96.34,48.9,Medium,Guayaquil,FMCG,True
36,LADIESWEAR,0.070722433460076,0.4187598688613888,7.0,0.0,1315,1.0,1.0,1.0,1.0,0.0,1.0,96.12,48.8,Medium,Libertad,Non-Food,False
43,BABY CARE,0.0595144870790916,0.3329794478369643,5.0,0.0,1277,1.0,1.0,1.0,1.0,0.0,1.0,95.93,48.8,Medium,Esmeraldas,FMCG,True
41,BABY CARE,0.0794701986754966,0.4313299085263468,4.0,0.0,604,1.0,1.0,1.0,1.0,1.0,2.0,95.53,48.7,Medium,Machala,FMCG,True
35,BABY CARE,0.0822669104204753,0.4241087507288571,6.0,0.0,1094,1.0,1.0,1.0,1.0,1.0,2.0,95.16,48.6,Medium,Playas,FMCG,True
6,BOOKS,0.1349911190053286,0.7029939468052557,6.0,0.0,563,2.0,2.0,2.0,2.0,1.0,3.0,95.2,48.6,Medium,Quito,Non-Food,False
37,BABY CARE,0.0715705765407554,0.3610063933297661,4.0,0.0,503,1.0,1.0,1.0,1.0,1.0,2.0,95.43,48.6,Medium,Cuenca,FMCG,True
25,BABY CARE,0.056672760511883,0.2941528608371889,4.0,0.0,547,1.0,1.0,1.0,1.0,0.0,1.0,95.43,48.6,Medium,Salinas,FMCG,True
29,GROCERY I,2716.3373168579,1764.9823653816866,7448.0,2938.0,1133,4119.0,5816.0,9552.0,11249.0,19014.0,23133.0,22.68,48.4,Medium,Guayaquil,FMCG,True
28,BABY CARE,0.0802238805970149,0.3904236211980505,5.0,0.0,536,1.0,1.0,1.0,1.0,1.0,2.0,94.22,48.3,Medium,Guayaquil,FMCG,True
36,BABY CARE,0.0759345794392523,0.365251259087292,6.0,0.0,856,1.0,1.0,1.0,1.0,1.0,2.0,94.39,48.3,Medium,Libertad,FMCG,True
48,BOOKS,0.1014234875444839,0.4873056287129643,5.0,0.0,562,1.0,2.0,1.0,2.0,1.0,2.0,94.13,48.2,Medium,Quito,Non-Food,False
30,BABY CARE,0.0838951310861423,0.3699788734581496,4.0,0.0,1335,1.0,1.0,1.0,1.0,1.0,2.0,93.86,48.2,Medium,Guayaquil,FMCG,True
26,BABY CARE,0.1658031088082901,0.8087785030829773,11.0,0.0,579,2.0,3.0,2.0,3.0,1.0,3.0,93.44,48.0,Medium,Guayaquil,FMCG,True
18,BABY CARE,0.1101583113456464,0.4571424819991771,5.0,0.0,1516,1.0,2.0,1.0,2.0,1.0,2.0,92.68,47.8,Medium,Quito,FMCG,True
41,BOOKS,0.0920577617328519,0.3615944551606642,3.0,0.0,554,1.0,1.0,1.0,1.0,1.0,2.0,92.78,47.8,Medium,Machala,Non-Food,False
15,SCHOOL AND OFFICE SUPPLIES,0.5836012861736335,3.086615731568605,40.0,0.0,1244,7.0,10.0,8.0,11.0,4.0,11.0,92.2,47.7,Medium,Ibarra,Non-Food,False
10,SCHOOL AND OFFICE SUPPLIES,0.7295918367346939,3.6063785340883583,44.0,0.0,1176,8.0,12.0,9.0,13.0,5.0,13.0,92.18,47.7,Medium,Quito,Non-Food,False
7,BABY CARE,0.087431693989071,0.3191093864594157,2.0,0.0,549,1.0,1.0,1.0,1.0,1.0,2.0,92.35,47.7,Medium,Quito,FMCG,True
16,BABY CARE,0.1221020092735703,0.4692458962673906,4.0,0.0,1294,1.0,2.0,1.0,2.0,1.0,2.0,91.89,47.6,Medium,Santo Domingo,FMCG,True
54,PET SUPPLIES,0.1095541401273885,0.3968941626594527,3.0,0.0,1570,1.0,1.0,1.0,1.0,1.0,2.0,91.53,47.5,Medium,El Carmen,Non-Food,False
40,LAWN AND GARDEN,0.1514360313315927,0.8525777720734629,17.0,0.0,1532,2.0,3.0,2.0,3.0,1.0,3.0,91.38,47.4,Medium,Machala,Non-Food,False
24,BABY CARE,0.109907120743034,0.3921647226034524,3.0,0.0,646,1.0,1.0,1.0,1.0,1.0,2.0,91.33,47.4,Medium,Guayaquil,FMCG,True
2,BABY CARE,0.1292307692307692,0.492070584124451,5.0,0.0,650,1.0,2.0,1.0,2.0,1.0,2.0,91.23,47.4,Medium,Quito,FMCG,True
53,HOME APPLIANCES,0.1064129668780831,0.3591751657880962,3.0,0.0,1419,1.0,1.0,1.0,1.0,1.0,2.0,90.84,47.3,Medium,Manta,Non-Food,False
32,MAGAZINES,0.107672469374597,0.3724536755039671,4.0,0.0,1551,1.0,1.0,1.0,1.0,1.0,2.0,90.78,47.2,Medium,Guayaquil,Non-Food,False
53,BOOKS,0.1370106761565836,0.4785043877371213,4.0,0.0,562,1.0,2.0,1.0,2.0,1.0,2.0,90.21,47.1,Medium,Manta,Non-Food,False
23,BOOKS,0.1565836298932384,0.5475934069539052,4.0,0.0,562,1.0,2.0,1.0,2.0,1.0,2.0,90.04,47.0,Medium,Ambato,Non-Food,False
20,HOME APPLIANCES,0.1421232876712329,0.4705623304190472,5.0,0.0,1168,1.0,2.0,1.0,2.0,1.0,2.0,89.64,46.9,Medium,Quito,Non-Food,False
30,SCHOOL AND OFFICE SUPPLIES,1.3915724563206575,5.566822916242653,55.0,0.0,973,13.0,18.0,16.0,21.0,10.0,23.0,89.31,46.8,Medium,Guayaquil,Non-Food,False
27,BABY CARE,0.1428571428571428,0.4611702475701502,4.0,0.0,623,1.0,2.0,1.0,2.0,1.0,2.0,89.25,46.8,Medium,Daule,FMCG,True
32,PET SUPPLIES,0.1382636655948553,0.4432195535503375,4.0,0.0,1555,1.0,1.0,1.0,1.0,1.0,2.0,89.2,46.8,Medium,Guayaquil,Non-Food,False
54,BABY CARE,0.2088215024121295,0.7285919745358288,7.0,0.0,1451,2.0,2.0,2.0,2.0,1.0,3.0,89.18,46.8,Medium,El Carmen,FMCG,True
40,SCHOOL AND OFFICE SUPPLIES,2.947643979057592,12.888262106318804,159.0,0.0,1146,30.0,42.0,36.0,48.0,21.0,51.0,88.74,46.7,Medium,Machala,Non-Food,False
13,SCHOOL AND OFFICE SUPPLIES,0.5330827067669173,2.762623310411901,47.0,0.0,1330,6.0,9.0,7.0,10.0,4.0,10.0,88.35,46.5,Medium,Latacunga,Non-Food,False
16,SCHOOL AND OFFICE SUPPLIES,2.342315369261477,9.674605306703878,86.0,0.0,1002,23.0,32.0,28.0,37.0,16.0,39.0,88.02,46.4,Medium,Santo Domingo,Non-Food,False
25,HOME APPLIANCES,0.1551246537396121,0.4614389479406731,4.0,0.0,1444,1.0,2.0,1.0,2.0,1.0,2.0,88.02,46.4,Medium,Salinas,Non-Food,False
10,BABY CARE,0.3314162473040977,1.256412933882202,21.0,0.0,1391,3.0,4.0,4.0,5.0,2.0,5.0,88.14,46.4,Medium,Quito,FMCG,True
14,SCHOOL AND OFFICE SUPPLIES,0.4432989690721649,1.9930824567975531,25.0,0.0,1261,5.0,7.0,6.0,8.0,3.0,8.0,87.55,46.3,Medium,Riobamba,Non-Food,False
38,HOME APPLIANCES,0.1482914248871695,0.4427866101335008,4.0,0.0,1551,1.0,1.0,1.0,1.0,1.0,2.0,87.69,46.3,Medium,Loja,Non-Food,False
19,SCHOOL AND OFFICE SUPPLIES,0.7053216838760922,3.671277501554002,73.0,0.0,1259,9.0,12.0,10.0,13.0,5.0,14.0,87.13,46.2,Medium,Guaranda,Non-Food,False
7,BOOKS,0.3747779751332149,1.248430934962641,10.0,0.0,563,3.0,4.0,4.0,5.0,3.0,6.0,87.39,46.2,Medium,Quito,Non-Food,False
19,BABY CARE,0.1984126984126984,0.5830419324989377,4.0,0.0,1008,1.0,2.0,1.0,2.0,1.0,2.0,86.9,46.1,Medium,Guaranda,FMCG,True
43,HOME APPLIANCES,0.1371733966745843,0.3955433136757159,3.0,0.0,1684,1.0,1.0,1.0,1.0,1.0,2.0,87.89,46.1,Medium,Esmeraldas,Non-Food,False
42,GROCERY I,2381.266159346272,1618.5588873841518,7448.0,2705.0,979,3777.0,5333.0,8540.0,10096.0,16669.0,20446.0,26.25,46.1,Medium,Cuenca,FMCG,True
33,SCHOOL AND OFFICE SUPPLIES,2.192448233861145,8.194852130323389,97.0,0.0,821,19.0,27.0,23.0,31.0,15.0,34.0,86.72,46.0,Medium,Quevedo,Non-Food,False
23,SCHOOL AND OFFICE SUPPLIES,0.2105263157894736,0.7805935857848512,14.0,0.0,1387,2.0,3.0,2.0,3.0,1.0,3.0,86.66,46.0,Medium,Ambato,Non-Food,False
25,BOOKS,0.2285191956124314,0.7037772246647805,6.0,0.0,547,2.0,2.0,2.0,2.0,2.0,4.0,86.47,45.9,Medium,Salinas,Non-Food,False
17,HOME APPLIANCES,0.1813118811881188,0.4963492845440787,3.0,0.0,1616,1.0,2.0,1.0,2.0,1.0,2.0,86.2,45.9,Medium,Quito,Non-Food,False
18,HOME APPLIANCES,0.1724137931034483,0.4841325180799805,4.0,0.0,1682,1.0,2.0,1.0,2.0,1.0,2.0,86.39,45.9,Medium,Quito,Non-Food,False
34,BABY CARE,0.2064643799472295,0.6295142708566844,9.0,0.0,1516,1.0,2.0,1.0,2.0,1.0,2.0,86.08,45.8,Medium,Guayaquil,FMCG,True
54,SCHOOL AND OFFICE SUPPLIES,0.8803786574870912,3.5379537623640487,51.0,0.0,1162,8.0,12.0,10.0,14.0,6.0,14.0,86.06,45.8,Medium,El Carmen,Non-Food,False
27,BOOKS,0.1785714285714285,0.4674424326104268,3.0,0.0,560,1.0,2.0,1.0,2.0,1.0,2.0,85.18,45.6,Medium,Daule,Non-Food,False
9,BABY CARE,0.2217821782178217,0.6133053506882477,6.0,0.0,1515,1.0,2.0,1.0,2.0,2.0,3.0,85.35,45.6,Medium,Quito,FMCG,True
12,SCHOOL AND OFFICE SUPPLIES,0.6609071274298056,3.2721520887331543,64.0,0.0,1389,8.0,11.0,9.0,12.0,5.0,13.0,85.24,45.6,Medium,Latacunga,Non-Food,False
11,BABY CARE,0.2122830440587449,0.605306081442004,7.0,0.0,1498,1.0,2.0,1.0,2.0,1.0,2.0,85.38,45.6,Medium,Cayambe,FMCG,True
35,SCHOOL AND OFFICE SUPPLIES,1.5017835909631392,5.543147563456545,49.0,0.0,841,13.0,18.0,16.0,21.0,11.0,24.0,84.9,45.5,Medium,Playas,Non-Food,False
1,SCHOOL AND OFFICE SUPPLIES,0.2076149425287356,0.574437042961024,5.0,0.0,1392,1.0,2.0,1.0,2.0,1.0,2.0,84.99,45.5,Medium,Quito,Non-Food,False
42,HOME APPLIANCES,0.1914022517911975,0.5093468363581335,4.0,0.0,977,1.0,2.0,1.0,2.0,1.0,2.0,85.06,45.5,Medium,Cuenca,Non-Food,False
22,SCHOOL AND OFFICE SUPPLIES,0.4717832957110609,2.07072535188269,29.0,0.0,886,5.0,7.0,6.0,8.0,3.0,8.0,84.88,45.5,Medium,Puyo,Non-Food,False
17,SCHOOL AND OFFICE SUPPLIES,0.717948717948718,3.390993143436669,57.0,0.0,1365,8.0,11.0,9.0,12.0,5.0,13.0,84.98,45.5,Medium,Quito,Non-Food,False
38,BOOKS,0.2900355871886121,0.833483978492274,7.0,0.0,562,2.0,3.0,3.0,4.0,2.0,4.0,84.34,45.3,Medium,Loja,Non-Food,False
29,HOME APPLIANCES,0.2144748455428067,0.5754723152593402,6.0,0.0,1133,1.0,2.0,1.0,2.0,2.0,3.0,84.47,45.3,Medium,Guayaquil,Non-Food,False
32,HOME APPLIANCES,0.1799137399876771,0.4493214420389422,3.0,0.0,1623,1.0,1.0,1.0,1.0,1.0,2.0,84.47,45.3,Medium,Guayaquil,Non-Food,False
6,SCHOOL AND OFFICE SUPPLIES,0.3652743652743653,1.403475671875804,18.0,0.0,1221,3.0,5.0,4.0,6.0,3.0,6.0,83.87,45.2,Medium,Quito,Non-Food,False
32,SCHOOL AND OFFICE SUPPLIES,1.9801418439716312,6.973338225167265,79.0,0.0,705,16.0,23.0,20.0,27.0,14.0,30.0,83.83,45.2,Medium,Guayaquil,Non-Food,False
40,BABY CARE,0.3269484808454425,0.9547462063607012,12.0,0.0,1514,2.0,3.0,3.0,4.0,2.0,4.0,83.55,45.1,Medium,Machala,FMCG,True
22,BABY CARE,0.2367149758454106,0.6078923335252435,5.0,0.0,828,1.0,2.0,1.0,2.0,2.0,3.0,83.7,45.1,Medium,Puyo,FMCG,True
25,SCHOOL AND OFFICE SUPPLIES,0.406025824964132,1.8259101484232665,42.0,0.0,1394,4.0,6.0,5.0,7.0,3.0,7.0,83.57,45.1,Medium,Salinas,Non-Food,False
21,BEVERAGES,1948.695134061569,1424.7758720907668,7448.0,2042.0,1007,3325.0,4695.0,7222.0,8592.0,13641.0,16966.0,25.52,45.1,Medium,Santo Domingo,FMCG,True
12,BABY CARE,0.2218091697645601,0.5758758122474775,5.0,0.0,807,1.0,2.0,1.0,2.0,2.0,3.0,83.64,45.1,Medium,Latacunga,FMCG,True
8,BABY CARE,0.2171253822629969,0.5494925902746086,4.0,0.0,654,1.0,2.0,1.0,2.0,2.0,3.0,83.33,45.0,Medium,Quito,FMCG,True
17,BABY CARE,0.2674297606659729,0.7247632885904061,7.0,0.0,961,2.0,2.0,3.0,3.0,2.0,4.0,82.52,44.8,Medium,Quito,FMCG,True
37,BOOKS,0.4483985765124555,1.4009186944456018,13.0,0.0,562,3.0,5.0,4.0,6.0,3.0,6.0,82.74,44.8,Medium,Cuenca,Non-Food,False
4,SCHOOL AND OFFICE SUPPLIES,0.2510760401721664,0.7483522871518361,16.0,0.0,1394,2.0,2.0,3.0,3.0,2.0,4.0,82.78,44.8,Medium,Quito,Non-Food,False
16,PET SUPPLIES,0.2953197099538563,0.7914853483729801,7.0,0.0,1517,2.0,3.0,3.0,4.0,2.0,4.0,82.2,44.7,Medium,Santo Domingo,Non-Food,False
26,MAGAZINES,0.2409408773045136,0.5848399704462285,4.0,0.0,1573,1.0,2.0,1.0,2.0,2.0,3.0,82.01,44.6,Medium,Guayaquil,Non-Food,False
52,CLEANING,539.9758713136729,826.8821586265791,2931.0,0.0,373,1929.0,2725.0,3009.0,3805.0,3780.0,5709.0,68.36,44.6,Medium,Manta,FMCG,True
22,HOME APPLIANCES,0.2451612903225806,0.583319650488771,4.0,0.0,930,1.0,2.0,1.0,2.0,2.0,3.0,81.61,44.5,Medium,Puyo,Non-Food,False
35,PET SUPPLIES,0.2941935483870967,0.761334724613415,7.0,0.0,1550,2.0,3.0,3.0,4.0,2.0,4.0,81.61,44.5,Medium,Playas,Non-Food,False
33,BABY CARE,0.2888631090487239,0.7396777760387968,7.0,0.0,862,2.0,2.0,3.0,3.0,2.0,4.0,81.79,44.5,Medium,Quevedo,FMCG,True
52,HOME APPLIANCES,0.3136729222520107,0.8169907214706453,6.0,0.0,373,2.0,3.0,3.0,4.0,2.0,4.0,81.77,44.5,Medium,Manta,Non-Food,False
39,BABY CARE,0.2895778364116095,0.7533753879213289,9.0,0.0,1516,2.0,2.0,3.0,3.0,2.0,4.0,81.73,44.5,Medium,Cuenca,FMCG,True
